entity,sa,ssa,mu,pos.,neg.,pole,score
http://dbpedia.org/resource/Champs-Élysées,436.4029574314688,1.8775853550625634,0.0,4,0,0.2106,1.877585353184978
http://dbpedia.org/resource/Paris,1631.5708587186787,111.81509549109799,0.7061611374407584,273,149,0.1538,380.53201723111977
http://dbpedia.org/resource/Arc_de_Triomphe,371.67090070139176,0.8630786562016064,0.6666666666666667,2,1,0.2199,2.5892359608371116
http://dbpedia.org/resource/France,1366.5414724977518,33.455546972349566,0.7450980392156863,96,57,0.3108,131.24868376124192
http://dbpedia.org/resource/Place_de_la_Concorde,630.0496382304411,-0.35654094594616575,0.8888888888888888,5,4,-0.0115,-3.208868484635674
http://dbpedia.org/resource/NBC_Sports,962.1453216793145,11.918383080890665,0.19354838709677424,28,3,0.5732,14.77879500197872
http://dbpedia.org/resource/Snoop_Dogg,810.3165338035657,5.648429051904991,0.4444444444444444,14,4,0.7974,10.167172275128074
http://dbpedia.org/resource/Ukraine,1050.9396448030761,-7.752779206067934,0.5365853658536586,11,30,-0.1751,-16.72968140857202
http://dbpedia.org/resource/Russia,1017.7782934976806,0.9826476624534498,0.9230769230769231,18,21,0.0853,12.774419445827403
http://dbpedia.org/resource/Tokyo,1169.01999211241,12.389733936802429,0.75,45,27,-0.0925,49.55893554897397
http://dbpedia.org/resource/NBC,761.6800326871479,3.2416457493723057,0.5333333333333334,11,4,0.5403,6.946383733769834
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team,376.7139305161091,-1.3207273596228044,0.6666666666666667,1,2,0.1805,-3.9621820669818675
http://dbpedia.org/resource/Spain_national_football_team,1168.2459170416003,-2.3850179124323585,0.9850746268656716,33,34,-0.2632,-159.79618942662287
http://dbpedia.org/resource/Australian_Government,436.7388524628029,1.2138589758062601,1.0,2,2,-0.8271,1213858975.80626
http://dbpedia.org/resource/Australians,872.5946051749257,-3.2192078033843172,0.7272727272727273,8,14,0.166,-11.803761902462035
http://dbpedia.org/resource/International_Olympic_Committee,1254.5218346589954,27.730565280447923,0.5957446808510638,66,28,0.4097,68.5966613135268
http://dbpedia.org/resource/Team_GB,1219.5535036132292,29.121961339697226,0.39534883720930236,69,17,0.1916,48.163243674460055
http://dbpedia.org/resource/2012_Summer_Olympics,736.2535831966858,2.5856112605099453,0.6153846153846154,9,4,0.2029,6.722589259847126
http://dbpedia.org/resource/British_Olympic_Association,488.99658744520053,1.5872840468043097,0.3999999999999999,4,1,0.3723,2.6454734069313934
http://dbpedia.org/resource/Louvre,297.8932476336436,0.0,1.0,1,1,0.1286,0.0
http://dbpedia.org/resource/Nigeria,687.9247918840854,2.4108222821942036,0.5454545454545454,8,3,0.1341,5.303809009158868
http://dbpedia.org/resource/India,959.1649949391607,7.310425892597234,0.4285714285714286,22,6,0.3166,12.793245289656982
http://dbpedia.org/resource/Republic_of_Ireland,1043.847665752646,6.558643270814851,0.4545454545454546,34,10,0.774,12.0241793077829
http://dbpedia.org/resource/France_national_football_team,1270.6073542329675,33.59945530049795,0.6355140186915889,73,34,0.1442,92.18312069973557
http://dbpedia.org/resource/National_Basketball_Association,1057.193859691648,16.12777796941978,0.23809523809523814,37,5,0.7232,21.167708557080843
http://dbpedia.org/resource/United_States,1446.4706384404074,72.32316125761324,0.558139534883721,155,60,0.2032,163.67873300206233
http://dbpedia.org/resource/United_States_women's_national_soccer_team,1041.0388180495936,12.714203164697444,0.4761904761904763,32,10,-0.1477,24.27256963172022
http://dbpedia.org/resource/United_States_men's_national_basketball_team,1298.706166427193,40.98674464189777,0.5378151260504203,87,32,0.3353,88.68041094241576
http://dbpedia.org/resource/President_of_France,634.6019796946149,5.198706420767646,0.4444444444444444,7,2,0.16,9.357671540537954
http://dbpedia.org/resource/Singapore_Press_Holdings,590.9135135094384,4.113630799374977,0.0,8,0,0.4714,4.113630795261346
http://dbpedia.org/resource/Advertise_(horse),479.4762512167314,1.4613288027148885,0.8,2,3,-0.5202,7.306643977041224
http://dbpedia.org/resource/NBC_Olympic_broadcasts,535.0253812961173,2.6747472995134354,0.0,6,0,0.8974,2.674747296838688
http://dbpedia.org/resource/London,847.5666342043371,6.344351189291231,0.5454545454545454,16,6,0.3197,13.957572585734047
http://dbpedia.org/resource/Paralympic_Games,488.76112153308884,1.7523062342120674,0.3999999999999999,4,1,0.2191,2.9205103854859282
http://dbpedia.org/resource/Philippines,987.6915558062943,10.800016001039587,0.32258064516129026,26,5,0.717,15.94288073990466
http://dbpedia.org/resource/Carlos_Yulo,711.5510446195373,3.6221874531799054,0.0,11,0,0.7392,3.6221874495577175
http://dbpedia.org/resource/United_Kingdom,1201.1826685238245,20.5435971355593,0.7692307692307692,48,30,0.3262,89.02225386832717
http://dbpedia.org/resource/Australia_women's_national_soccer_team,931.7147254730065,8.2022495962065,0.7586206896551724,18,11,0.0315,33.98074818636382
http://dbpedia.org/resource/Lionel_Messi,380.31144197524185,-0.050833946732789626,0.6666666666666667,1,2,0.2808,-0.15250183974086337
http://dbpedia.org/resource/Argentina_national_football_team,838.4631811911975,-1.730986146771163,0.631578947368421,6,13,-0.3146,-4.698390957054666
http://dbpedia.org/resource/United_States_men's_national_soccer_team,643.973941724974,0.9394134556213859,0.6666666666666667,3,6,0.0428,2.818240358409437
http://dbpedia.org/resource/Anne_Hidalgo,661.8634363931627,3.8577097249026053,0.19999999999999996,9,1,0.0436,4.822137150100585
